state,year,keyword,raw_svi,scaled_svi
US-VA,2019,Common Core,20.5,3.69
US-VA,2020,Common Core,12.416666666666666,2.235
US-VA,2021,Common Core,7.75,1.395
US-VA,2022,Common Core,11.333333333333334,2.04
US-VA,2023,Common Core,9.0,1.6199999999999999
US-VA,2024,Common Core,8.166666666666666,1.4699999999999998
US-WA,2010,Common Core,1.5833333333333333,0.7441666666666666
US-WA,2011,Common Core,5.416666666666667,2.5458333333333334
US-WA,2012,Common Core,20.166666666666668,9.478333333333333
US-WA,2013,Common Core,48.25,22.6775
US-WA,2014,Common Core,71.16666666666667,33.44833333333333
US-WA,2015,Common Core,60.583333333333336,28.474166666666665
US-WA,2016,Common Core,42.75,20.092499999999998
US-WA,2017,Common Core,31.833333333333332,14.961666666666666
US-WA,2018,Common Core,29.0,13.629999999999999
US-WA,2019,Common Core,25.5,11.985
US-WA,2020,Common Core,19.916666666666668,9.360833333333334
US-WA,2021,Common Core,9.5,4.465
US-WA,2022,Common Core,15.666666666666666,7.363333333333332
US-WA,2023,Common Core,14.75,6.932499999999999
US-WA,2024,Common Core,12.833333333333334,6.031666666666666
US-WV,2010,Common Core,0.0,0.0
US-WV,2011,Common Core,2.0,0.76
US-WV,2012,Common Core,18.166666666666668,6.903333333333334
US-WV,2013,Common Core,53.166666666666664,20.203333333333333
US-WV,2014,Common Core,57.75,21.945
US-WV,2015,Common Core,52.416666666666664,19.918333333333333
US-WV,2016,Common Core,25.083333333333332,9.531666666666666
US-WV,2017,Common Core,15.75,5.985
US-WV,2018,Common Core,9.833333333333334,3.736666666666667
US-WV,2019,Common Core,7.916666666666667,3.0083333333333333
US-WV,2020,Common Core,6.25,2.375
US-WV,2021,Common Core,4.75,1.805
US-WV,2022,Common Core,3.5833333333333335,1.3616666666666668
US-WV,2023,Common Core,3.0,1.1400000000000001
US-WV,2024,Common Core,3.0,1.1400000000000001
US-WI,2010,Common Core,5.166666666666667,2.6350000000000002
US-WI,2011,Common Core,15.5,7.905
US-WI,2012,Common Core,36.75,18.7425
US-WI,2013,Common Core,61.25,31.2375
US-WI,2014,Common Core,68.33333333333333,34.85
US-WI,2015,Common Core,52.333333333333336,26.69
US-WI,2016,Common Core,39.416666666666664,20.1025
US-WI,2017,Common Core,29.916666666666668,15.2575
US-WI,2018,Common Core,25.416666666666668,12.9625
US-WI,2019,Common Core,21.75,11.0925
US-WI,2020,Common Core,15.0,7.65
US-WI,2021,Common Core,5.083333333333333,2.5925
US-WI,2022,Common Core,8.75,4.4625
US-WI,2023,Common Core,8.166666666666666,4.165
US-WI,2024,Common Core,7.166666666666667,3.6550000000000002
US-WY,2010,Common Core,0.0,0.0
